ID,Common_name,Binomial,Country,Region,Genus,Species,Year,Population
8654,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1995,214.5
8654,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1996,227.0
8654,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1997,241.5
9839,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1999,0.3
9839,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2003,0.4
9839,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2014,0.3
9842,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1987,5684.0
9842,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1990,2420.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1977,62.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1990,102.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1991,10.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1992,220.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1993,149.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1994,15.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1995,199.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1996,178.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1997,110.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1998,247.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1999,170.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2000,193.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2001,150.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2002,28.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2003,157.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2004,216.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2005,597.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2006,392.0
9867,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2007,256.0
9905,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1989,392.0
9905,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1993,1583.0
9905,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1997,2262.0
9988,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1989,24548.0
9988,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1991,12262.0
9988,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1994,31735.0
9988,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1998,41670.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1981,4.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1982,4.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1983,8.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1984,17.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1985,40.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1986,45.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1987,63.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1988,92.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1989,126.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1990,148.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1991,153.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1992,155.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1993,166.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1994,180.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1995,190.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,1996,210.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,2004,280.0
10010,African elephant,Loxodonta_africana,South Africa,Africa,Loxodonta,africana,2006,443.0
10066,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1965,11500.0
10066,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1966,11000.0
10066,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1967,11000.0
10066,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1968,18000.0
10066,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1971,28000.0
10066,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1973,32000.0
10072,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1972,16000.0
10072,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1973,17500.0
10072,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1977,25000.0
10072,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1983,14000.0
10072,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1984,9000.0
10072,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1988,9000.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1997,145.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1999,109.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2000,100.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2001,111.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2002,132.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2003,140.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2004,147.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2005,152.0
10083,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2006,153.0
11128,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1973,16355.0
11128,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1977,24625.0
13475,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2001,262.0
13475,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2005,393.0
13475,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2010,487.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1980,1420.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1991,308.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1995,201.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1999,778.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2002,692.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2005,516.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2010,904.0
13476,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2012,1617.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1976,1200.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1980,150.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1988,400.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1992,500.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1995,1100.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1999,1300.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2000,1100.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2002,998.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2004,2497.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2006,2959.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2010,2502.0
13477,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2012,3018.0
13478,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1995,25.0
13478,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2002,211.0
13478,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2010,47.0
13478,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2013,33.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1976,109419.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1986,55153.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1989,30889.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1994,52234.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1998,55676.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2002,63390.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2006,70406.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2009,38975.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2013,13084.0
14956,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2014,15217.0
18291,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1995,2334.0
18291,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1998,2000.0
18291,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2000,2383.0
18291,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2001,1515.0
18291,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2004,1885.0
18291,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2006,1935.0
18291,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2009,2557.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1980,4600.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1981,6056.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1982,7418.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1983,3952.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1984,3908.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1986,4430.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1987,3776.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1989,5282.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1991,6319.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1993,5200.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1995,4128.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1996,3756.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,1998,4184.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2001,4989.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2007,6601.0
18319,African elephant,Loxodonta_africana,Zimbabwe,Africa,Loxodonta,africana,2009,9232.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1988,21230.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1990,11712.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1993,19284.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,1996,13225.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2002,24993.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2006,35461.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2009,31625.0
18321,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2013,20090.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1998,410.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,1999,447.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2000,479.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2001,491.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2002,479.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2003,499.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2004,549.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2005,558.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2006,541.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2007,544.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2008,548.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2009,533.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2010,574.0
18322,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2011,417.0
18325,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2000,1807.0
18325,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2006,1701.0
18325,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2014,1448.0
18327,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2006,1718.0
18327,African elephant,Loxodonta_africana,"Tanzania, United Republic Of",Africa,Loxodonta,africana,2014,6087.0
27930,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,1996,0.07
27930,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2005,0.35
27930,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2008,3.46
27930,African elephant,Loxodonta_africana,Uganda,Africa,Loxodonta,africana,2014,5.23
27974,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2007,0.17
27974,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2010,0.11
27974,African elephant,Loxodonta_africana,Kenya,Africa,Loxodonta,africana,2013,0.11
28370,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1980,17.8
28370,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1981,38.9
28370,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1982,14.6
28370,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1983,4.91
28370,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1984,3.99
28370,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1985,3.64
28371,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1980,16.9
28371,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1981,13.4
28371,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1982,10.3
28371,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1983,9.8
28371,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1984,5.84
28371,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1985,6.96
28373,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1980,4.57
28373,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1981,7.39
28373,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1982,7.1
28373,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1983,6.81
28373,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1984,6.18
28373,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1985,8.65
28374,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1980,2.16
28374,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1981,4.05
28374,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1982,4.32
28374,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1983,2.43
28374,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1984,1.35
28374,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1985,5.68
28375,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1982,4.75
28375,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1983,5.34
28375,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1984,2.95
28375,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1985,7.32
28376,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1980,1.42
28376,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1981,3.78
28376,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1982,6.76
28376,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1983,3.51
28376,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1984,1.89
28376,African elephant,Loxodonta_africana,Zambia,Africa,Loxodonta,africana,1985,3.78
